actor_id,actor,year,award_id,award,film
3461,SUNDAE IN NEW YORK ,1983,70,Short Film (Animated),"Jimmy Picker, Producer"
3521,CHARADE ,1984,70,Short Film (Animated),"Jon Minnis, Producer"
3582,ANNA & BELLA ,1985,70,Short Film (Animated),"Cilia Van Dijk, Producer"
3715,THE MAN WHO PLANTED TREES ,1987,70,Short Film (Animated),"Frédéric Back, Producer"
3777,TIN TOY ,1988,70,Short Film (Animated),"John Lasseter, William Reeves"
3837,BALANCE ,1989,70,Short Film (Animated),"Christoph Lauenstein, Wolfgang Lauenstein"
3898,CREATURE COMFORTS ,1990,70,Short Film (Animated),Nick Park
3962,MANIPULATION ,1991,70,Short Film (Animated),Daniel Greaves
4022,MONA LISA DESCENDING A STAIRCASE ,1992,70,Short Film (Animated),Joan C. Gratz
4088,THE WRONG TROUSERS ,1993,70,Short Film (Animated),Nick Park
4149,BOB'S BIRTHDAY ,1994,70,Short Film (Animated),"Alison Snowden, David Fine"
4224,A CLOSE SHAVE ,1995,70,Short Film (Animated),Nick Park
4296,QUEST ,1996,70,Short Film (Animated),"Tyron Montgomery, Thomas Stellmach"
4363,GERI'S GAME ,1997,70,Short Film (Animated),Jan Pinkava
4423,BUNNY ,1998,70,Short Film (Animated),Chris Wedge
4551,FATHER AND DAUGHTER ,2000,70,Short Film (Animated),Michael Dudok de Wit
4612,FOR THE BIRDS ,2001,70,Short Film (Animated),Ralph Eggleston
4670,THE CHUBBCHUBBS! ,2002,70,Short Film (Animated),Eric Armstrong
4735,HARVIE KRUMPET ,2003,70,Short Film (Animated),Adam Elliot
4799,RYAN ,2004,70,Short Film (Animated),Chris Landreth
4936,THE DANISH POET ,2006,70,Short Film (Animated),Torill Kove
5009,PETER & THE WOLF ,2007,70,Short Film (Animated),Suzie Templeton and Hugh Welchman
5064,LA MAISON EN PETITS CUBES ,2008,70,Short Film (Animated),Kunio Kato
5140,LOGORAMA ,2009,70,Short Film (Animated),Nicolas Schmerkin
5200,THE LOST THING ,2010,70,Short Film (Animated),Shaun Tan and Andrew Ruhemann
5333,PAPERMAN ,2012,70,Short Film (Animated),John Kahrs
5399,MR. HUBLOT ,2013,70,Short Film (Animated),Laurent Witz and Alexandre Espigares
5470,FEAST ,2014,70,Short Film (Animated),Patrick Osborne and Kristina Reed
5537,BEAR STORY,2015,70,Short Film (Animated),Gabriel Osorio and Pato Escala
3297,THE DOLLAR BOTTOM ,1980,71,Short Film (Dramatic Live Action),"Lloyd Phillips, Producer"
2926,ONE-EYED MEN ARE KINGS ,1974,72,Short Film (Live Action),"Paul Claudon and Edmond Sechan, Producers"
2989,ANGEL AND BIG JOE ,1975,72,Short Film (Live Action),"Bert Salzman, Producer"
3049,IN THE REGION OF ICE ,1976,72,Short Film (Live Action),"Andre Guttfreund and Peter Werner, Producers"
3109,I'LL FIND A WAY ,1977,72,Short Film (Live Action),"Beverly Shaffer and Yuki Yoshida, Producers"
3173,TEENAGE FATHER ,1978,72,Short Film (Live Action),"Taylor Hackford, Producer"
3233,BOARD AND CARE ,1979,72,Short Film (Live Action),"Sarah Pillsbury and Ron Ellis, Producers"
3351,VIOLET ,1981,72,Short Film (Live Action),"Paul Kemp and Shelley Levinson, Producers"
3408,A SHOCKING ACCIDENT ,1982,72,Short Film (Live Action),"Christine Oestreicher, Producer"
3462,BOYS AND GIRLS ,1983,72,Short Film (Live Action),"Janice L. Platt, Producer"
3526,UP ,1984,72,Short Film (Live Action),"Mike Hoover, Producer"
3586,MOLLY'S PILGRIM ,1985,72,Short Film (Live Action),"Jeff Brown and Chris Pelzer, Producers"
3654,PRECIOUS IMAGES ,1986,72,Short Film (Live Action),"Chuck Workman, Producer"
3718,RAY'S MALE HETEROSEXUAL DANCE HALL ,1987,72,Short Film (Live Action),"Jonathan Sanger and Jana Sue Memel, Producers"
3778,THE APPOINTMENTS OF DENNIS JENNINGS ,1988,72,Short Film (Live Action),"Dean Parisot, Steven Wright"
3842,WORK EXPERIENCE ,1989,72,Short Film (Live Action),James Hendrie
3903,THE LUNCH DATE ,1990,72,Short Film (Live Action),Adam Davidson
3966,SESSION MAN ,1991,72,Short Film (Live Action),"Seth Winston, Rob Fried"
4029,OMNIBUS ,1992,72,Short Film (Live Action),Sam Karmann
4089,BLACK RIDER (SCHWARZFAHRER) ,1993,72,Short Film (Live Action),Pepe Danquart
4153,FRANZ KAFKA'S IT'S A WONDERFUL LIFE ,1994,72,Short Film (Live Action),"Peter Capaldi, Ruth Kenley-Letts"
4157,TREVOR ,1994,72,Short Film (Live Action),"Peggy Rajski, Randy Stone"
4230,LIEBERMAN IN LOVE ,1995,72,Short Film (Live Action),"Christine Lahti, Jana Sue Memel"
4299,DEAR DIARY ,1996,72,Short Film (Live Action),"David Frankel, Barry Jossen"
4370,VISAS AND VIRTUE ,1997,72,Short Film (Live Action),"Chris Tashima, Chris Donahue"
4429,ELECTION NIGHT (VALGAFTEN) ,1998,72,Short Film (Live Action),"Kim Magnusson, Anders Thomas Jensen"
4556,QUIERO SER (I WANT TO BE...) ,2000,72,Short Film (Live Action),Florian Gallenberger
4616,THE ACCOUNTANT ,2001,72,Short Film (Live Action),"Ray McKinnon, Lisa Blount"
4678,THIS CHARMING MAN (DER ER EN YNDIG MAND) ,2002,72,Short Film (Live Action),"Martin Strange-Hansen, Mie Andreasen"
4741,TWO SOLDIERS ,2003,72,Short Film (Live Action),Aaron Schneider and Andrew J. Sacks
4804,WASP ,2004,72,Short Film (Live Action),Andrea Arnold
4875,SIX SHOOTER ,2005,72,Short Film (Live Action),Martin McDonagh
4945,WEST BANK STORY ,2006,72,Short Film (Live Action),Ari Sandel
5073,SPIELZEUGLAND (TOYLAND) ,2008,72,Short Film (Live Action),Jochen Alexander Freydank
5146,THE NEW TENANTS ,2009,72,Short Film (Live Action),Joachim Back and Tivi Magnusson
5204,GOD OF LOVE ,2010,72,Short Film (Live Action),Luke Matheny
5274,THE SHORE ,2011,72,Short Film (Live Action),Terry George and Oorlagh George
5336,CURFEW ,2012,72,Short Film (Live Action),Shawn Christensen
5404,HELIUM ,2013,72,Short Film (Live Action),Anders Walter and Kim Magnusson
5477,THE PHONE CALL ,2014,72,Short Film (Live Action),Mat Kirkby and James Lucas
5546,STUTTERER,2015,72,Short Film (Live Action),Benjamin Cleary and Serena Armitage
2744,THE CRUNCH BIRD ,1971,73,Short Subject (Animated),"Ted Petok, Producer"
2800,A CHRISTMAS CAROL ,1972,73,Short Subject (Animated),"Richard Williams, Producer"
2859,FRANK FILM ,1973,73,Short Subject (Animated),"Frank Mouris, Producer"
29,THE TORTOISE AND THE HARE ,1934,74,Short Subject (Cartoon),"Walt Disney, Producer"
72,THREE ORPHAN KITTENS ,1935,74,Short Subject (Cartoon),"Walt Disney, Producer"
135,THE COUNTRY COUSIN ,1936,74,Short Subject (Cartoon),"Walt Disney, Producer"
203,THE OLD MILL ,1937,74,Short Subject (Cartoon),"Walt Disney, Producer"
280,FERDINAND THE BULL ,1938,74,Short Subject (Cartoon),"Walt Disney, Producer"
358,THE UGLY DUCKLING ,1939,74,Short Subject (Cartoon),"Walt Disney, Producer"
440,THE MILKY WAY ,1940,74,Short Subject (Cartoon),Metro-Goldwyn-Mayer
541,LEND A PAW ,1941,74,Short Subject (Cartoon),"Walt Disney, Producer"
666,DER FUEHRER'S FACE ,1942,74,Short Subject (Cartoon),"Walt Disney, Producer"
785,YANKEE DOODLE MOUSE ,1943,74,Short Subject (Cartoon),"Frederick Quimby, Producer"
885,MOUSE TROUBLE ,1944,74,Short Subject (Cartoon),"Frederick C. Quimby, Producer"
988,QUIET PLEASE! ,1945,74,Short Subject (Cartoon),"Frederick Quimby, Producer"
1053,THE CAT CONCERTO ,1946,74,Short Subject (Cartoon),"Frederick Quimby, Producer"
1127,TWEETIE PIE ,1947,74,Short Subject (Cartoon),"Edward Selzer, Producer"
1192,THE LITTLE ORPHAN ,1948,74,Short Subject (Cartoon),"Fred Quimby, Producer"
1264,FOR SCENT-IMENTAL REASONS ,1949,74,Short Subject (Cartoon),"Edward Selzer, Producer"
1335,GERALD MCBOING-BOING ,1950,74,Short Subject (Cartoon),"Stephen Bosustow, Producer"
1407,THE TWO MOUSEKETEERS ,1951,74,Short Subject (Cartoon),"Fred Quimby, Producer"
1472,JOHANN MOUSE ,1952,74,Short Subject (Cartoon),"Fred Quimby, Producer"
1558,"TOOT, WHISTLE, PLUNK AND BOOM ",1953,74,Short Subject (Cartoon),"Walt Disney, Producer"
1632,WHEN MAGOO FLEW ,1954,74,Short Subject (Cartoon),"Stephen Bosustow, Producer"
1704,SPEEDY GONZALES ,1955,74,Short Subject (Cartoon),"Edward Selzer, Producer"
1779,MISTER MAGOO'S PUDDLE JUMPER ,1956,74,Short Subject (Cartoon),"Stephen Bosustow, Producer"
1834,BIRDS ANONYMOUS ,1957,74,Short Subject (Cartoon),"Edward Selzer, Producer"
1904,KNIGHTY KNIGHT BUGS ,1958,74,Short Subject (Cartoon),"John W. Burton, Producer"
1969,MOONBIRD ,1959,74,Short Subject (Cartoon),"John Hubley, Producer"
2036,MUNRO ,1960,74,Short Subject (Cartoon),"William L. Snyder, Producer"
2099,ERSATZ (THE SUBSTITUTE) ,1961,74,Short Subject (Cartoon),Zagreb Film
2168,THE HOLE ,1962,74,Short Subject (Cartoon),"John Hubley and Faith Hubley, Producers"
2237,THE CRITIC ,1963,74,Short Subject (Cartoon),"Ernest Pintoff, Producer"
2303,THE PINK PHINK ,1964,74,Short Subject (Cartoon),"David H. DePatie and Friz Freleng, Producers"
2368,THE DOT AND THE LINE ,1965,74,Short Subject (Cartoon),"Chuck Jones and Les Goldman, Producers"
2502,THE BOX ,1967,74,Short Subject (Cartoon),"Fred Wolf, Producer"
2564,WINNIE THE POOH AND THE BLUSTERY DAY ,1968,74,Short Subject (Cartoon),"Walt Disney, Producer"
2623,IT'S TOUGH TO BE A BIRD ,1969,74,Short Subject (Cartoon),"Ward Kimball, Producer"
2684,IS IT ALWAYS RIGHT TO BE RIGHT? ,1970,74,Short Subject (Cartoon),"Nick Bosustow, Producer"
138,GIVE ME LIBERTY ,1936,75,Short Subject (Color),Warner Brothers
205,PENNY WISDOM ,1937,75,Short Subject (Color),"Pete Smith, Producer"
30,LA CUCARACHA ,1934,76,Short Subject (Comedy),"Kenneth Macgowan, Producer"
74,HOW TO SLEEP ,1935,76,Short Subject (Comedy),"Jack Chertok, Producer"
1843,THE WETBACK HOUND ,1957,77,Short Subject (Live Action),"Larry Lansburgh, Producer"
1907,GRAND CANYON ,1958,77,Short Subject (Live Action),"Walt Disney, Producer"
1973,THE GOLDEN FISH ,1959,77,Short Subject (Live Action),"Jacques-Yves Cousteau, Producer"
2038,DAY OF THE PAINTER ,1960,77,Short Subject (Live Action),"Ezra R. Baker, Producer"
2105,SEAWARDS THE GREAT SHIPS ,1961,77,Short Subject (Live Action),Templar Film Studios
2176,HEUREUX ANNIVERSAIRE (HAPPY ANNIVERSARY) ,1962,77,Short Subject (Live Action),"Pierre Etaix and J.C. Carrière, Producers"
2243,AN OCCURRENCE AT OWL CREEK BRIDGE ,1963,77,Short Subject (Live Action),"Paul de Roubaix and Marcel Ichac, Producers"
2304,CASALS CONDUCTS: 1964 ,1964,77,Short Subject (Live Action),"Edward Schreiber, Producer"
2370,THE CHICKEN (LE POULET) ,1965,77,Short Subject (Live Action),"Claude Berri, Producer"
2448,WILD WINGS ,1966,77,Short Subject (Live Action),"Edgar Anstey, Producer"
2568,ROBERT KENNEDY REMEMBERED ,1968,77,Short Subject (Live Action),"Charles Guggenheim, Producer"
2686,THE RESURRECTION OF BRONCHO BILLY ,1970,77,Short Subject (Live Action),"John Longenecker, Producer"
2804,NORMAN ROCKWELL'S WORLD...AN AMERICAN DREAM ,1972,77,Short Subject (Live Action),"Richard Barclay, Producer"
2862,THE BOLERO ,1973,77,Short Subject (Live Action),"Allan Miller and William Fertik, Producers"
34,CITY OF WAX ,1934,78,Short Subject (Novelty),"Stacy Woodard and Horace Woodard, Producers"
79,WINGS OVER MT. EVEREST ,1935,78,Short Subject (Novelty),Gaumont British and Skibo Productions
141,BORED OF EDUCATION ,1936,79,Short Subject (One Reel),"Hal Roach, Producer"
208,THE PRIVATE LIFE OF THE GANNETS ,1937,79,Short Subject (One Reel),Skibo Productions
285,THAT MOTHERS MIGHT LIVE ,1938,79,Short Subject (One Reel),Metro-Goldwyn-Mayer
359,BUSY LITTLE BEARS ,1939,79,Short Subject (One Reel),Paramount
445,QUICKER 'N A WINK ,1940,79,Short Subject (One Reel),"Pete Smith, Producer"
553,OF PUPS AND PUZZLES ,1941,79,Short Subject (One Reel),Metro-Goldwyn-Mayer
672,SPEAKING OF ANIMALS AND THEIR FAMILIES ,1942,79,Short Subject (One Reel),Paramount
786,AMPHIBIOUS FIGHTERS ,1943,79,Short Subject (One Reel),"Grantland Rice, Producer"
892,WHO'S WHO IN ANIMAL LAND ,1944,79,Short Subject (One Reel),"Jerry Fairbanks, Producer"
1059,FACING YOUR DANGER ,1946,79,Short Subject (One Reel),"Gordon Hollingshead, Producer"
1129,GOOD-BYE MISS TURLOCK ,1947,79,Short Subject (One Reel),"Herbert Moulton, Producer"
1200,SYMPHONY OF A CITY ,1948,79,Short Subject (One Reel),"Edmund H. Reek, Producer"
1268,AQUATIC HOUSE-PARTY ,1949,79,Short Subject (One Reel),"Jack Eaton, Producer"
1339,GRANDAD OF RACES ,1950,79,Short Subject (One Reel),"Gordon Hollingshead, Producer"
1410,WORLD OF KIDS ,1951,79,Short Subject (One Reel),"Robert Youngson, Producer"
1479,LIGHT IN THE WINDOW: THE ART OF VERMEER ,1952,79,Short Subject (One Reel),"Boris Vermont, Producer"
1562,THE MERRY WIVES OF WINDSOR OVERTURE ,1953,79,Short Subject (One Reel),"Johnny Green, Producer"
1635,THIS MECHANICAL AGE ,1954,79,Short Subject (One Reel),"Robert Youngson, Producer"
1706,SURVIVAL CITY ,1955,79,Short Subject (One Reel),"Edmund Reek, Producer"
1780,CRASHING THE WATER BARRIER ,1956,79,Short Subject (One Reel),"Konstantin Kalser, Producer"
146,THE PUBLIC PAYS ,1936,80,Short Subject (Two Reel),Metro-Goldwyn-Mayer
212,TORTURE MONEY ,1937,80,Short Subject (Two Reel),Metro-Goldwyn-Mayer
287,DECLARATION OF INDEPENDENCE ,1938,80,Short Subject (Two Reel),Warner Brothers
365,SONS OF LIBERTY ,1939,80,Short Subject (Two Reel),Warner Brothers
449,"TEDDY, THE ROUGH RIDER ",1940,80,Short Subject (Two Reel),Warner Brothers
558,MAIN STREET ON THE MARCH! ,1941,80,Short Subject (Two Reel),Metro-Goldwyn-Mayer
674,BEYOND THE LINE OF DUTY ,1942,80,Short Subject (Two Reel),Warner Brothers
791,HEAVENLY MUSIC ,1943,80,Short Subject (Two Reel),"Jerry Bresler and Sam Coslow, Producers"
894,I WON'T PLAY ,1944,80,Short Subject (Two Reel),"Gordon Hollingshead, Producer"
999,STAR IN THE NIGHT ,1945,80,Short Subject (Two Reel),"Gordon Hollingshead, Producer"
1063,A BOY AND HIS DOG ,1946,80,Short Subject (Two Reel),"Gordon Hollingshead, Producer"
1134,CLIMBING THE MATTERHORN ,1947,80,Short Subject (Two Reel),"Irving Allen, Producer"
1205,SEAL ISLAND ,1948,80,Short Subject (Two Reel),"Walt Disney, Producer"
1277,VAN GOGH ,1949,80,Short Subject (Two Reel),"Gaston Diehl and Robert Haessens, Producers"
1342,IN BEAVER VALLEY ,1950,80,Short Subject (Two Reel),"Walt Disney, Producer"
1413,NATURE'S HALF ACRE ,1951,80,Short Subject (Two Reel),"Walt Disney, Producer"
1483,WATER BIRDS ,1952,80,Short Subject (Two Reel),"Walt Disney, Producer"
1564,BEAR COUNTRY ,1953,80,Short Subject (Two Reel),"Walt Disney, Producer"
1638,A TIME OUT OF WAR ,1954,80,Short Subject (Two Reel),"Denis Sanders and Terry Sanders, Producers"
1783,THE BESPOKE OVERCOAT ,1956,80,Short Subject (Two Reel),Romulus Films
2307,GOLDFINGER ,1964,83,Sound Effects,Norman Wanstall
4308,THE GHOST AND THE DARKNESS ,1996,84,Sound Effects Editing,Bruce Stambler
1484,BREAKING THE SOUND BARRIER ,1952,86,Sound Recording,London Film Sound Department
3118,"BENJAMIN BURTT, JR.",1977,87,Special Achievement Award,Star Wars
3787,RICHARD WILLIAMS,1988,87,Special Achievement Award,Who Framed Roger Rabbit
4236,JOHN LASSETER,1995,87,Special Achievement Award,Toy Story
39,SHIRLEY TEMPLE,1934,88,Special Award,
88,DAVID WARK GRIFFITH,1935,88,Special Award,
153,THE MARCH OF TIME,1936,88,Special Award,
154,W. HOWARD GREENE AND HAROLD ROSSON,1936,88,Special Award,The Garden of Allah
218,MACK SENNETT,1937,88,Special Award,
219,EDGAR BERGEN,1937,88,Special Award,"Charlie McCarthy"""""""""
220,THE MUSEUM OF MODERN ART FILM LIBRARY,1937,88,Special Award,
221,W. HOWARD GREENE,1937,88,Special Award,A Star Is Born
291,DEANNA DURBIN AND MICKEY ROONEY,1938,88,Special Award,
292,HARRY M. WARNER,1938,88,Special Award,
293,OLIVER MARSH AND ALLEN DAVEY,1938,88,Special Award,Sweethearts
294,SPAWN OF THE NORTH,1938,88,Special Award,
295,J. ARTHUR BALL,1938,88,Special Award,
372,DOUGLAS FAIRBANKS,1939,88,Special Award,
373,THE MOTION PICTURE RELIEF FUND,1939,88,Special Award,
374,JUDY GARLAND,1939,88,Special Award,
375,TECHNICOLOR COMPANY,1939,88,Special Award,
463,BOB HOPE,1940,88,Special Award,
464,COLONEL NATHAN LEVINSON,1940,88,Special Award,
576,REY SCOTT,1941,88,Special Award,Kukan
577,THE BRITISH MINISTRY OF INFORMATION,1941,88,Special Award,Target for Tonight
578,LEOPOLD STOKOWSKI AND ASSOCIATES,1941,88,Special Award,Fantasia
686,NOEL COWARD,1942,88,Special Award,In Which We Serve
806,GEORGE PAL,1943,88,Special Award,
908,MARGARET O'BRIEN,1944,88,Special Award,
1015,PEGGY ANN GARNER,1945,88,Special Award,
1016,THE HOUSE I LIVE IN,1945,88,Special Award,
1080,"CLAUDE JARMAN, JR.",1946,88,Special Award,
1148,JAMES BASKETT,1947,88,Special Award,Song of the South
1149,BILL AND COO,1947,88,Special Award,
1150,SHOE-SHINE,1947,88,Special Award,
1211,IVAN JANDL,1948,88,Special Award,The Search
1212,SID GRAUMAN,1948,88,Special Award,
1213,ADOLPH ZUKOR,1948,88,Special Award,
1214,JEAN HERSHOLT,1948,88,Special Award,
1288,BOBBY DRISCOLL,1949,88,Special Award,
1289,FRED ASTAIRE,1949,88,Special Award,
1290,CECIL B. DEMILLE,1949,88,Special Award,
1067,BLITHE SPIRIT ,1946,109,Special Effects,Special Visual Effects by Thomas Howard
1279,MIGHTY JOE YOUNG ,1949,109,Special Effects,ARKO Productions
1486,PLYMOUTH ADVENTURE ,1952,109,Special Effects,Metro-Goldwyn-Mayer
1844,THE ENEMY BELOW ,1957,109,Special Effects,Audible Effects by Walter Rossi
1912,TOM THUMB ,1958,109,Special Effects,Visual Effects by Tom Howard
2042,THE TIME MACHINE ,1960,109,Special Effects,"Visual Effects by Gene Warren, Tim Baar"
1210,MONSIEUR VINCENT,1948,89,Special Foreign Language Film Award,
1287,THE BICYCLE THIEF,1949,89,Special Foreign Language Film Award,
2377,THUNDERBALL ,1965,90,Special Visual Effects,John Stears
1282,THE STRATTON STORY ,1949,93,Writing (Motion Picture Story),Douglas Morrow
1350,PANIC IN THE STREETS ,1950,93,Writing (Motion Picture Story),"Edna Anhalt, Edward Anhalt"
1419,SEVEN DAYS TO NOON ,1951,93,Writing (Motion Picture Story),"Paul Dehn, James Bernard"
1643,BROKEN LANCE ,1954,93,Writing (Motion Picture Story),Philip Yordan
1006,THE HOUSE ON 92ND STREET ,1945,94,Writing (Original Motion Picture Story),Charles G. Booth
1073,VACATION FROM MARRIAGE ,1946,94,Writing (Original Motion Picture Story),Clemence Dane
460,THE GREAT MCGINTY ,1940,95,Writing (Original Screenplay),Preston Sturges
685,WOMAN OF THE YEAR ,1942,95,Writing (Original Screenplay),"Ring Lardner, Jr., Michael Kanin"
804,PRINCESS O'ROURKE ,1943,95,Writing (Original Screenplay),Norman Krasna
1009,MARIE-LOUISE ,1945,95,Writing (Original Screenplay),Richard Schweizer
1078,THE SEVENTH VEIL ,1946,95,Writing (Original Screenplay),"Muriel Box, Sydney Box"
1144,THE BACHELOR AND THE BOBBY-SOXER ,1947,95,Writing (Original Screenplay),Sidney Sheldon
37,MANHATTAN MELODRAMA ,1934,96,Writing (Original Story),Arthur Caesar
87,THE SCOUNDREL ,1935,96,Writing (Original Story),"Ben Hecht, Charles MacArthur"
1792,THE RED BALLOON ,1956,104,"Writing (Screenplay, Original)",Albert Lamorisse
1493,THE LAVENDER HILL MOB ,1952,105,Writing (Story and Screenplay),T. E. B. Clarke
